MS SubClass,Lot Frontage,Lot Area,Condition 1,Condition 2,House Style,Overall Qual,Roof Style,Mas Vnr Type,Mas Vnr Area,Exter Cond,Exter Cond,Bsmt Exposure,Bsmt Exposure,BsmtFin SF 2,Heating,Heating QC,Heating QC,Low Qual Fin SF,Full Bath,Full Bath,Bedroom AbvGr,Kitchen AbvGr,Functional,Garage Cars,Enclosed Porch,Screen Porch,Misc Val,Yr Sold,Sale Condition,SalePrice
20,,11500,Norm,Norm,1Story,6,Flat,None,0.0,TA,TA,Gd,Gd,723.0,GasA,Ex,Ex,0,2,2,2,1,Typ,2.0,0,0,0,2008,Normal,195000
50,52.0,5150,Feedr,Norm,1.5Fin,4,Gable,None,0.0,TA,TA,No,No,0.0,GasA,TA,TA,0,1,1,2,1,Typ,1.0,0,0,0,2008,Normal,80900
20,85.0,14082,Norm,Norm,1Story,8,Hip,BrkFace,945.0,TA,TA,Gd,Gd,0.0,GasA,Ex,Ex,0,1,1,1,1,Typ,2.0,0,0,0,2007,Normal,441929
60,68.0,8286,Norm,Norm,2Story,5,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,1,1,3,1,Typ,2.0,0,240,0,2007,Normal,157000
20,88.0,10994,Norm,Norm,1Story,8,Gable,Stone,366.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,2,1,Typ,2.0,0,0,0,2009,Abnorml,257000
20,88.0,14175,PosA,Norm,1Story,6,Gable,None,0.0,TA,TA,Gd,Gd,0.0,GasA,TA,TA,0,1,1,1,1,Typ,2.0,231,0,0,2008,Normal,185000
160,21.0,1680,Norm,Norm,2Story,6,Gable,BrkFace,359.0,TA,TA,No,No,0.0,GasA,TA,TA,0,1,1,2,1,Typ,1.0,0,0,0,2008,Normal,103400
20,80.0,9600,Norm,Norm,1Story,5,Gable,BrkFace,203.0,Fa,Fa,No,No,0.0,GasA,TA,TA,0,2,2,3,1,Typ,2.0,0,0,0,2008,Normal,141500
20,80.0,9600,Feedr,Norm,1Story,5,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Gd,Gd,0,1,1,3,1,Typ,2.0,0,0,0,2006,Normal,142000
70,60.0,10560,Norm,Norm,2Story,6,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,1,1,2,1,Min1,2.0,0,0,0,2010,Normal,140750
20,90.0,15750,Feedr,Norm,1Story,8,Gable,BrkFace,260.0,TA,TA,Gd,Gd,0.0,GasA,Ex,Ex,0,2,2,2,1,Typ,2.0,0,0,0,2009,Normal,220000
50,60.0,10440,Norm,Norm,2Story,5,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Gd,Gd,0,1,1,2,1,Typ,2.0,128,0,0,2009,Normal,110000
50,75.0,9060,Norm,Norm,1.5Fin,6,Gable,BrkFace,327.0,TA,TA,No,No,0.0,GasA,Gd,Gd,0,2,2,4,1,Typ,1.0,0,0,0,2006,Normal,139000
60,63.0,10475,Norm,Norm,2Story,5,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Gd,Gd,0,1,1,3,1,Typ,2.0,0,0,0,2010,Normal,136000
60,92.0,9920,Norm,Norm,2Story,7,Gable,None,0.0,TA,TA,Av,Av,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,0,2007,Normal,269790
120,39.0,5389,Norm,Norm,1Story,8,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,2,1,Typ,2.0,0,0,0,2010,Normal,236500
70,60.0,10800,Norm,Norm,2Story,7,Gable,None,0.0,TA,TA,Mn,Mn,0.0,GasW,Gd,Gd,0,2,2,5,1,Typ,2.0,0,0,0,2008,Normal,184000
30,84.0,11340,Norm,Norm,1Story,6,Gable,None,0.0,TA,TA,No,No,0.0,GasA,TA,TA,0,1,1,4,1,Typ,1.0,228,0,0,2006,Family,125000
50,50.0,3500,Norm,Norm,1.5Fin,5,Gable,None,0.0,TA,TA,No,No,0.0,GasA,TA,TA,0,1,1,2,1,Typ,1.0,0,0,0,2009,Normal,110000
20,67.0,10083,Norm,Norm,1Story,7,Gable,,,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,2,1,Typ,2.0,0,0,0,2009,Normal,184900
20,,11088,Norm,Norm,1Story,8,Hip,None,0.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,1,1,1,1,Typ,2.0,0,0,0,2006,Normal,220000
30,60.0,10230,Norm,Norm,1Story,5,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,1,1,3,1,Typ,1.0,0,112,0,2009,Normal,125000
160,24.0,2645,Norm,Norm,2Story,8,Gable,BrkFace,456.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,0,2008,Normal,200000
20,63.0,13072,RRAe,Norm,1Story,5,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,1,1,3,1,Typ,0.0,0,0,0,2009,Normal,142000
20,80.0,9600,Norm,Norm,1Story,5,Gable,BrkFace,132.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,1,1,3,1,Typ,1.0,0,0,0,2009,Normal,124500
60,168.0,23257,Norm,Norm,2Story,7,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,0,2006,Partial,274725
160,,2117,Norm,Norm,2Story,6,Gable,BrkFace,513.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,2,1,Typ,2.0,0,0,0,2007,Normal,168500
20,66.0,13695,RRAe,Norm,1Story,5,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,1,1,3,1,Typ,2.0,0,0,0,2008,Normal,159000
20,75.0,10650,Norm,Norm,1Story,5,Gable,None,0.0,TA,TA,Av,Av,712.0,GasA,TA,TA,0,1,1,3,1,Typ,1.0,0,0,0,2010,Normal,128200
50,51.0,3500,Feedr,Norm,1.5Fin,3,Gable,None,0.0,TA,TA,No,No,0.0,GasA,TA,TA,0,1,1,2,1,Typ,0.0,0,0,2000,2007,Normal,64000
70,42.0,7614,Norm,Norm,2Story,3,Gable,None,0.0,TA,TA,Mn,Mn,0.0,GasA,Gd,Gd,0,1,1,2,1,Typ,1.0,104,225,0,2006,Normal,96900
20,60.0,9000,Norm,Norm,1Story,4,Gable,None,0.0,TA,TA,No,No,0.0,GasA,TA,TA,0,1,1,3,1,Typ,2.0,0,0,0,2007,Normal,120500
45,55.0,10594,Norm,Norm,1.5Unf,5,Gable,None,0.0,TA,TA,No,No,0.0,Grav,Fa,Fa,0,1,1,2,1,Typ,1.0,112,0,0,2007,Normal,96500
20,90.0,7407,Artery,Norm,1Story,6,Gable,None,0.0,TA,TA,No,No,0.0,GasA,TA,TA,0,1,1,2,1,Typ,2.0,158,0,0,2010,Normal,149700
20,70.0,10171,Norm,Norm,1Story,7,Gable,BrkFace,168.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,0,2010,Normal,214000
20,,9248,Norm,Norm,1Story,6,Gable,BrkFace,106.0,TA,TA,No,No,0.0,GasA,Gd,Gd,0,2,2,3,1,Typ,2.0,0,0,0,2009,Normal,173000
50,56.0,8398,Norm,Norm,1.5Fin,6,Gable,None,0.0,TA,TA,No,No,0.0,GasA,TA,TA,0,2,2,3,1,Typ,2.0,0,0,0,2007,Normal,144100
20,63.0,17423,Norm,Norm,1Story,9,Hip,Stone,748.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,1,1,Typ,3.0,0,0,0,2009,Partial,501837
20,90.0,11520,PosN,Norm,1Story,9,Hip,BrkFace,615.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,3.0,0,0,0,2010,Normal,275000
60,80.0,9828,Norm,Norm,2Story,8,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,0,2009,Normal,239500
60,85.0,9350,Norm,Norm,2Story,5,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Gd,Gd,0,1,1,4,1,Typ,2.0,240,0,0,2006,Normal,157500
20,91.0,11825,Norm,Norm,1Story,8,Gable,Stone,302.0,TA,TA,Mn,Mn,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,3.0,0,0,0,2007,Partial,322400
70,50.0,2500,Norm,Norm,2Story,7,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,1,1,4,1,Min2,1.0,0,0,0,2009,Normal,155000
20,126.0,13108,Norm,Norm,1Story,5,Gable,None,0.0,TA,TA,,,0.0,GasA,Fa,Fa,0,1,1,2,1,Min1,2.0,120,228,0,2007,Normal,153500
20,84.0,10084,Norm,Norm,1Story,7,Gable,BrkFace,196.0,TA,TA,Av,Av,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,3.0,0,0,0,2006,Partial,212900
60,66.0,16226,Norm,Norm,2Story,8,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,4,1,Typ,2.0,0,0,0,2007,Normal,267000
120,37.0,4435,Norm,Norm,1Story,6,Gable,BrkFace,170.0,TA,TA,Av,Av,0.0,GasA,Ex,Ex,0,1,1,1,1,Typ,2.0,0,0,0,2006,Normal,133000
120,53.0,3684,Norm,Norm,1Story,7,Hip,BrkFace,130.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,2,1,Typ,3.0,0,0,0,2009,Normal,174000
20,70.0,7560,Norm,Norm,1Story,5,Hip,None,0.0,TA,TA,No,No,0.0,GasA,TA,TA,0,1,1,3,1,Min1,1.0,0,0,0,2009,Abnorml,139000
60,,11000,Norm,Norm,2Story,8,Gable,BrkFace,72.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,4,1,Typ,3.0,0,0,0,2007,Normal,248000
50,60.0,7500,Norm,Norm,1.5Fin,4,Gable,None,0.0,Gd,Gd,No,No,0.0,GasA,TA,TA,0,1,1,2,1,Typ,2.0,164,0,0,2010,Abnorml,68400
20,60.0,7200,Norm,Norm,1Story,5,Gable,None,0.0,TA,TA,No,No,149.0,GasA,Gd,Gd,0,1,1,3,1,Typ,2.0,0,0,0,2007,Normal,129000
120,,3830,Norm,Norm,1Story,6,Gable,Stone,280.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,2,1,Typ,2.0,0,0,0,2009,Partial,222000
20,,11425,Norm,Norm,1Story,5,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Gd,Gd,0,1,1,2,1,Typ,1.0,120,0,0,2006,Normal,137000
90,80.0,8000,Artery,Norm,1Story,5,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,6,2,Typ,0.0,0,0,0,2007,Normal,141000
60,100.0,10839,Norm,Norm,2Story,6,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,0,2008,Normal,181000
80,80.0,9600,Norm,Norm,SLvl,6,Hip,None,0.0,TA,TA,Av,Av,0.0,GasA,Gd,Gd,0,1,1,3,1,Typ,1.0,0,178,0,2008,Normal,165500
60,65.0,8461,Norm,Norm,2Story,6,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,0,2006,Partial,163990
190,60.0,6048,Artery,Norm,1.5Fin,5,Gable,None,0.0,Gd,Gd,Mn,Mn,0.0,GasA,Gd,Gd,0,2,2,2,2,Typ,2.0,0,0,0,2010,Normal,114900
50,,7758,Norm,Norm,1.5Fin,7,Gable,BrkFace,600.0,Fa,Fa,No,No,0.0,GasA,Ex,Ex,0,1,1,4,1,Typ,1.0,0,184,0,2007,Normal,169500
120,32.0,4500,Norm,Norm,1Story,6,Hip,BrkFace,197.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,2,1,Typ,2.0,0,0,0,2008,Normal,160500
20,60.0,11100,Norm,Norm,1Story,4,Gable,None,0.0,TA,TA,,,0.0,GasA,Ex,Ex,0,1,1,2,1,Typ,1.0,0,0,0,2010,Abnorml,84900
50,60.0,10410,Norm,Norm,1.5Fin,4,Gable,None,0.0,TA,TA,No,No,0.0,GasA,TA,TA,1064,2,2,3,1,Min2,2.0,432,0,0,2009,Normal,142900
20,71.0,9230,Feedr,Norm,1Story,5,Hip,BrkFace,166.0,TA,TA,Mn,Mn,0.0,GasA,Gd,Gd,0,1,1,1,1,Typ,2.0,0,0,0,2006,Normal,146000
90,70.0,8267,Feedr,Norm,1Story,5,Gable,None,0.0,TA,TA,No,No,0.0,GasA,TA,TA,0,2,2,4,2,Typ,2.0,0,0,0,2010,Normal,135000
20,112.0,12606,Norm,Norm,1Story,9,Gable,Stone,120.0,TA,TA,Av,Av,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,3.0,0,0,0,2009,Normal,250000
30,60.0,4800,Norm,Norm,1Story,5,Gable,None,0.0,TA,TA,No,No,0.0,GasA,TA,TA,0,1,1,2,1,Typ,1.0,0,0,0,2008,Normal,64000
20,60.0,6600,Norm,Norm,1Story,5,Gable,None,0.0,Gd,Gd,No,No,0.0,GasA,Ex,Ex,0,1,1,3,1,Typ,1.0,0,0,0,2008,Normal,130500
20,,10530,Norm,Norm,1Story,6,Hip,None,0.0,TA,TA,No,No,35.0,GasA,TA,TA,0,1,1,3,1,Typ,2.0,40,0,0,2007,Normal,143250
20,63.0,7500,Norm,Norm,1Story,7,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,1,1,3,1,Typ,2.0,0,0,0,2009,Normal,152000
20,120.0,13560,Norm,Norm,1Story,6,Hip,BrkFace,216.0,TA,TA,No,No,0.0,GasA,Gd,Gd,0,1,1,2,1,Maj2,2.0,240,0,0,2009,Normal,110000
20,79.0,14122,Norm,Norm,1Story,8,Hip,BrkFace,240.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,3.0,0,0,0,2010,Normal,259000
50,60.0,12180,Norm,Norm,1.5Fin,5,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Gd,Gd,0,1,1,2,1,Typ,0.0,0,0,0,2008,Family,120000
160,21.0,1680,Norm,Norm,2Story,6,Gable,BrkFace,232.0,TA,TA,No,No,0.0,GasA,TA,TA,0,1,1,2,1,Typ,1.0,0,0,0,2008,Abnorml,85400
20,85.0,10625,Norm,Norm,1Story,7,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,3.0,0,0,0,2009,Normal,291000
20,76.0,10612,Norm,Norm,1Story,8,Gable,BrkFace,248.0,TA,TA,Mn,Mn,0.0,GasA,Gd,Gd,0,2,2,3,1,Typ,2.0,0,0,0,2007,Family,215000
50,68.0,4080,Norm,Norm,1.5Fin,6,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Gd,Gd,0,1,1,3,1,Typ,1.0,40,0,0,2009,Normal,128900
80,80.0,9600,Norm,Norm,SLvl,6,Gable,BrkFace,164.0,TA,TA,Av,Av,132.0,GasA,Ex,Ex,0,1,1,3,1,Typ,1.0,189,0,0,2010,Normal,153000
60,99.0,16779,Feedr,Norm,2Story,5,Gable,BrkFace,356.0,Fa,Fa,No,No,0.0,GasA,Fa,Fa,0,3,3,4,1,Mod,2.0,0,0,500,2007,Normal,158000
85,75.0,9750,Norm,Norm,SFoyer,6,Gable,None,0.0,TA,TA,Av,Av,0.0,GasA,Ex,Ex,0,1,1,2,1,Typ,1.0,0,0,0,2009,Normal,156450
60,,8970,Norm,Norm,2Story,5,Gable,None,0.0,Gd,Gd,No,No,0.0,GasA,TA,TA,0,2,2,4,1,Typ,2.0,264,0,0,2009,Normal,177500
80,,11333,Norm,Norm,SLvl,6,Gable,None,0.0,TA,TA,Av,Av,0.0,GasA,TA,TA,0,1,1,3,1,Typ,2.0,0,0,0,2007,Normal,146800
20,60.0,7200,Norm,Norm,1Story,5,Hip,None,0.0,TA,TA,,,0.0,GasA,TA,TA,0,1,1,2,1,Typ,2.0,0,0,0,2006,Normal,109500
20,,17871,Norm,Norm,1Story,4,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Gd,Gd,0,2,2,4,1,Typ,2.0,0,0,0,2007,Normal,170000
60,80.0,10400,Norm,Norm,2Story,7,Gable,None,0.0,TA,TA,Av,Av,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,0,2009,Normal,197900
60,60.0,17433,Norm,Norm,2Story,8,Hip,BrkFace,114.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,4,1,Typ,3.0,0,256,0,2010,Normal,355000
160,35.0,3735,Norm,Norm,2Story,7,Hip,BrkFace,218.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,0,2006,Normal,183900
20,80.0,9600,Norm,Norm,1Story,5,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Gd,Gd,0,1,1,3,1,Typ,1.0,120,0,0,2009,Normal,147000
20,62.0,9858,Norm,Norm,1Story,5,Gable,None,0.0,TA,TA,No,No,0.0,GasA,TA,TA,0,1,1,3,1,Typ,1.0,0,0,600,2009,Normal,130000
20,,11120,Norm,Norm,1Story,6,Gable,None,0.0,TA,TA,No,No,0.0,GasA,TA,TA,0,2,2,3,1,Typ,2.0,0,0,0,2008,Normal,162500
60,,10900,Norm,Norm,2Story,6,Gable,BrkFace,153.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,1,1,3,1,Typ,1.0,0,0,450,2010,Normal,161750
50,75.0,9525,Norm,Norm,1.5Fin,6,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Gd,Gd,0,2,2,4,1,Typ,1.0,0,0,0,2006,Normal,136900
120,44.0,7390,Norm,Norm,1Story,9,Hip,BrkFace,308.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,2,1,Typ,2.0,0,0,0,2009,Partial,320000
90,72.0,10778,Norm,Norm,1Story,4,Hip,None,0.0,TA,TA,No,No,0.0,GasA,TA,TA,0,2,2,4,2,Typ,0.0,0,0,0,2010,Normal,136500
60,80.0,10400,Norm,Norm,2Story,6,Gable,None,288.0,TA,TA,No,No,0.0,GasA,Gd,Gd,0,1,1,4,1,Min2,2.0,0,147,0,2006,Normal,165150
60,83.0,10790,Norm,Norm,2Story,7,Gable,BrkFace,275.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,4,1,Typ,3.0,0,0,0,2007,Normal,252000
50,54.0,7681,Norm,Norm,1.5Fin,5,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,1,1,3,1,Typ,1.0,102,0,0,2009,Normal,154900
80,,17871,Norm,Norm,SLvl,6,Gable,BrkFace,359.0,TA,TA,Av,Av,0.0,GasA,Fa,Fa,0,1,1,3,1,Typ,2.0,0,0,0,2009,Normal,197900
30,48.0,5747,Norm,Norm,1Story,3,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Gd,Gd,0,1,1,2,1,Typ,1.0,0,0,0,2006,Normal,64000
70,51.0,6120,Artery,Norm,2Story,5,Gambrel,None,0.0,TA,TA,No,No,0.0,GasA,TA,TA,0,2,2,4,1,Typ,2.0,55,0,0,2008,Normal,123500
85,66.0,6760,Norm,Norm,SFoyer,5,Gable,None,0.0,TA,TA,Av,Av,0.0,GasA,TA,TA,0,1,1,3,1,Typ,1.0,160,0,0,2007,Normal,130000
20,61.0,10226,Norm,Norm,1Story,8,Gable,Stone,270.0,TA,TA,Gd,Gd,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,3.0,0,0,0,2009,Normal,295493
190,60.0,12180,Norm,Norm,1.5Fin,4,Gable,None,0.0,Fa,Fa,No,No,0.0,Grav,Fa,Fa,0,1,1,2,1,Typ,1.0,0,0,0,2010,Normal,80000
60,,11029,PosA,Norm,2Story,6,Gable,BrkFace,220.0,TA,TA,Mn,Mn,0.0,GasA,TA,TA,0,2,2,4,1,Typ,2.0,0,222,0,2006,Normal,250000
20,63.0,7560,Norm,Norm,1Story,5,Hip,None,0.0,TA,TA,No,No,613.0,GasA,TA,TA,0,1,1,3,1,Typ,2.0,0,0,0,2008,Normal,123000
60,83.0,10005,Norm,Norm,2Story,7,Hip,BrkFace,299.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,4,1,Typ,2.0,0,0,0,2008,Normal,192000
20,70.0,11767,Norm,Norm,1Story,5,Gable,None,0.0,TA,TA,Mn,Mn,0.0,GasA,TA,TA,0,1,1,3,1,Min1,1.0,211,0,900,2009,Normal,120000
20,78.0,10140,Norm,Norm,1Story,6,Hip,BrkFace,99.0,TA,TA,No,No,377.0,GasA,Fa,Fa,0,1,1,3,1,Typ,2.0,0,0,0,2006,Normal,181000
180,21.0,1890,Norm,Norm,SFoyer,4,Gable,None,0.0,Gd,Gd,Av,Av,0.0,GasA,Gd,Gd,0,1,1,1,1,Typ,0.0,0,0,0,2008,Normal,81000
85,73.0,9069,Norm,Norm,SFoyer,6,Gable,None,0.0,TA,TA,Av,Av,0.0,GasA,Ex,Ex,0,1,1,2,1,Typ,2.0,0,0,0,2010,Normal,147000
20,74.0,8556,Norm,Norm,1Story,7,Gable,None,0.0,TA,TA,Av,Av,0.0,GasA,Ex,Ex,0,2,2,2,1,Typ,3.0,0,0,0,2007,Normal,194000
90,64.0,7018,Norm,Norm,1Story,5,Gable,None,0.0,TA,TA,,,0.0,GasA,TA,TA,0,2,2,4,2,Typ,2.0,0,0,0,2009,Alloca,118858
20,80.0,10800,Norm,Norm,1Story,5,Hip,BrkFace,88.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,1,1,3,1,Typ,1.0,0,0,0,2006,Normal,151500
50,60.0,10134,Norm,Norm,1.5Fin,5,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Gd,Gd,0,1,1,2,1,Typ,1.0,0,0,0,2007,Normal,109000
30,50.0,8765,Norm,Norm,1Story,4,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,1,1,2,1,Typ,1.0,0,0,0,2006,Abnorml,106500
60,60.0,15384,RRAn,Norm,2Story,7,Gable,None,0.0,TA,TA,Av,Av,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,0,2008,Normal,184000
90,65.0,6012,Norm,Norm,1Story,4,Gable,None,0.0,Fa,Fa,,,0.0,GasA,TA,TA,0,2,2,2,2,Typ,0.0,0,0,0,2008,AdjLand,82000
90,70.0,7700,Norm,Norm,2Story,5,Gable,None,0.0,Po,Po,No,No,0.0,GasA,Gd,Gd,0,4,4,4,2,Typ,2.0,0,0,600,2010,Normal,159000
50,50.0,6000,Norm,Norm,1.5Fin,5,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,1,1,3,1,Typ,1.0,208,0,0,2009,Normal,117000
70,60.0,6882,Norm,Norm,2Story,6,Gable,None,0.0,TA,TA,No,No,0.0,GasA,TA,TA,0,1,1,3,1,Typ,0.0,115,0,0,2007,Normal,127000
20,124.0,16158,Norm,Norm,1Story,7,Hip,Stone,16.0,TA,TA,Av,Av,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,0,2009,Normal,260000
50,81.0,15593,Norm,Norm,1.5Fin,7,Gable,None,0.0,TA,TA,No,No,0.0,GasW,TA,TA,0,2,2,3,1,Typ,2.0,114,0,0,2006,Normal,225000
60,105.0,13693,Norm,Norm,2Story,9,Hip,BrkFace,772.0,TA,TA,Av,Av,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,3.0,0,0,0,2007,Normal,380000
20,,20693,Norm,Norm,1Story,7,Gable,BrkFace,652.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,0,2007,Normal,198000
20,85.0,12633,Norm,Norm,1Story,9,Hip,Stone,290.0,TA,TA,Gd,Gd,0.0,GasA,Ex,Ex,0,2,2,2,1,Typ,3.0,0,0,0,2009,Normal,425000
70,70.0,14210,Norm,Norm,2Story,6,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,1,1,3,1,Typ,2.0,0,0,0,2006,Normal,210000
60,,12936,Norm,Norm,2Story,6,Gable,None,0.0,TA,TA,No,No,0.0,GasA,TA,TA,0,1,1,3,1,Typ,2.0,0,0,0,2009,Normal,162000
20,110.0,14442,Norm,Norm,1Story,6,Hip,BrkFace,106.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,200,0,2007,Normal,257500
20,60.0,11556,Norm,Norm,1Story,5,Gable,Stone,52.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,1,1,2,1,Typ,1.0,0,0,0,2008,Normal,116000
20,,20355,Norm,Norm,1Story,7,Gable,BrkFace,123.0,TA,TA,Av,Av,826.0,GasA,TA,TA,0,1,1,2,1,Typ,2.0,168,0,0,2006,Normal,278000
85,,9180,Norm,Norm,SFoyer,5,Gable,None,0.0,TA,TA,Av,Av,93.0,GasA,Gd,Gd,0,1,1,2,1,Typ,2.0,0,0,0,2007,Normal,144000
20,80.0,9600,Norm,Norm,1Story,5,Hip,None,0.0,TA,TA,No,No,0.0,GasA,TA,TA,0,1,1,3,1,Typ,2.0,0,0,0,2009,Normal,143000
20,77.0,10872,Norm,Norm,1Story,9,Gable,Stone,122.0,TA,TA,Av,Av,0.0,GasA,Ex,Ex,0,2,2,2,1,Typ,3.0,0,0,0,2009,Normal,300000
120,55.0,7892,Norm,Norm,1Story,6,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,2,1,Typ,2.0,0,0,0,2008,Normal,153900
60,75.0,8778,Norm,Norm,2Story,8,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,3.0,0,0,0,2007,Normal,221300
60,,12585,Norm,Norm,2Story,8,Gable,BrkFace,420.0,TA,TA,No,No,1039.0,GasA,Ex,Ex,0,2,2,3,1,Typ,3.0,0,0,0,2006,Normal,315000
20,85.0,11050,Norm,Norm,1Story,6,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Fa,Fa,0,1,1,4,1,Typ,2.0,0,192,0,2008,Family,150000
20,85.0,11049,Norm,Norm,1Story,8,Gable,None,0.0,TA,TA,Av,Av,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,0,2008,Normal,179900
20,70.0,8521,Feedr,Norm,1Story,5,Gable,None,0.0,TA,TA,No,No,0.0,GasA,TA,TA,0,1,1,3,1,Typ,1.0,0,0,0,2010,Normal,125000
160,24.0,2544,Norm,Norm,2Story,7,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Ex,Ex,80,2,2,2,1,Typ,2.0,0,0,0,2006,Normal,149900
20,68.0,9571,Norm,Norm,1Story,5,Hip,None,0.0,TA,TA,No,No,0.0,GasA,TA,TA,0,1,1,2,1,Typ,1.0,0,0,0,2009,Normal,121500
20,,11616,Norm,Norm,1Story,5,Gable,BrkFace,116.0,TA,TA,No,No,670.0,GasA,TA,TA,0,1,1,3,1,Typ,1.0,144,0,0,2009,Normal,139000
50,120.0,17360,Artery,Norm,1.5Fin,6,Gable,Stone,340.0,Gd,Gd,No,No,0.0,GasA,TA,TA,0,2,2,3,1,Typ,2.0,150,0,0,2010,Normal,172500
50,60.0,8064,Artery,Norm,1.5Fin,6,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,0,2008,Normal,138000
20,110.0,14977,Norm,Norm,1Story,8,Gable,BrkFace,304.0,TA,TA,Gd,Gd,0.0,GasA,Ex,Ex,0,2,2,2,1,Typ,3.0,0,0,0,2007,Partial,440000
